"63","5","Screen all incoming evidential material to ensure every case/item submission is in accordance with CFS policy and acceptance guidelines, and follow documented procedures in the handling of all evidence
"
"64","5","Cross reference incoming and outgoing evidence against appropriate documentation to ensure all information is complete and accurate and that all necessary documentation has been provided"
"65","5","Enter, upon receipt, all items and cases into the LIMS (Laboratory Information Management System) by assigning LIMS numbers and entering/uploading all relevant information."
"66","5","Ensure proper packaging of evidence and bar coding of all items or outer packaging"
"67","5","Initiate the chain of custody for all items and maintain for relevant evidence transfers"
"68","5","Provide clients with a record of receipt (i.e., evidence receipt) after processing is completed, as well as other client information sheets as required
"
"69","5","Confer with CFS section managers/staff from the appropriate scientific section regarding specific requirements in non-standard cases such as the processing of priority cases"
"70","5","Advise police investigators, coroners, and other law enforcement officials on the protocols, practices and guidelines for the acceptance, collection, handling, storage, submission, disposal and return of evidentiary items."
"71","5","Testify in court, as required, related to the receipt, handling, storage and documentation of evidence items"
"72","5","Provide laboratory assistance and support services related to evidentiary items, laboratory consumables, and laboratory equipment"
"73","5","Store, label, sort, dispose of, or ship evidentiary items as required"
"74","5","Maintain inventories of laboratory and office consumables and equipment and place orders for stock and supplies"
"75","5","Prepare laboratory solutions and test reagents"
"76","5","Supply sections with clean and sterilized glassware and lab consumables by maintaining a glassware cleaning and sterilization process"
"77","5","Ability to understand and follow policies, practices, and procedures relating to the requirements for ensuring identification, security, integrity and continuity of forensic evidence.
"
"78","5","Demonstrated experience in handling and preserving a wide variety of biological and non-biological material in accordance with all appropriate quality assurance and health and safety practices. Knowledge of ISO accreditation standards for laboratories."
"79","5","Experience receiving, handling, tracking, shipping, storing and disposing of samples"
"80","5","You have demonstrated written, oral, and interpersonal communication skills to effectively interact with staff, managers and external clients as well as respond to requests while maintaining confidentiality where appropriate"
"81","5","You have written communication skills to prepare and proofread correspondence and other documents"
"82","5","You have analytical and reasoning skills to work independently and determine appropriate handling, storage, and disposal of case items"
"83","5","You are proficient with laboratory information management systems, email, word processing, databases, and spreadsheet software to prepare letters, reports, charts, and spreadsheets"
"84","5","You have sufficient computer literacy to learn new task-specific computer applications"
"85","5","You have experience with office administration such as processing invoices, ordering laboratory and office supplies, updating inventory and asset control lists, and maintaining filing systems"
"86","5","You can operate office equipment such as photocopier, fax, and scanner"
"87","5","You have demonstrated organizational skills to determine work priorities, effectively manage time and respond to client and CFS staff needs in an environment of changing pressures
"
"88","5","You have demonstrated ability to assess and input a large volume of data while maintaining accuracy and balancing conflicting deadlines"
"89","5","Always wear gloves and protective clothing when handling and packaging evidential samples and change the gloves/protective clothing when contaminated and when handling items from different sources. ]"
"90","5","Keep comparison samples (i.e. known) separate from questioned samples. Items from different locations (i.e. scenes) or individuals must be packaged separately.
"
"91","5","Boxes, envelopes and other containers must be sealed with numbered seals or by firmly applying tamper evident tape across each potential opening (e.g. top and bottom of box) of a container and initialling the tape.
"
"92","5","Samples of liquid bodily fluids and/or body organs should be kept refrigerated until submission; Items soiled with wet biological fluids that cannot be adequately air-dried (e.g. used condoms), should be kept frozen if being held in long term storage prior to submission.
"
"93","5","Do not reuse any CFS containers/packaging for new cases due to potential cross-contamination of items."
"94","5","Permanent, 25 Morton Shulman Ave, Toronto, Toronto Region, Criminal Record Check"
"95","5","
Temporary, duration up to 12 months, 25 Morton Shulman Ave, Toronto, Toronto Region, Criminal Record Check"
"96","5","The number of positions to be filled has not been identified at this time. This competition will be used to create an eligibility list of qualified candidates to fill upcoming opportunities within the next eighteen months following the closing date of the job ad posting."
"97","5","
In accordance with the Ontario Public Service (OPS), Employment Screening Checks Policy (ESCP), the top candidate(s) may be required to undergo a security screening check. Refer to the above to determine the screening checks that are required for this position.

Required security screening checks along with your written consent, will be sent to the Transition and Security Office (TSO), Talent Acquisition Branch (TAB), HR Service Delivery Division (HRSDD) to evaluate the results. If applicable, the TSO, with your written consent, will request and obtain any additional employment screening checks that were not obtained directly by you.

A record under the Criminal Code and/or other federal offence record(s) does not automatically mean you will be ineligible for the position. The employment screening check(s) will only be reviewed and evaluated by the TSO for the purpose of making a security clearance decision. The details of an individual's employment screening check(s) will be considered in specific relation to the duties and responsibilities of the position being filled. Employment screening check records will be maintained by the TSO and kept strictly confidential."
"98","6","Analyze image data & present actionable analyses to internal & external stakeholders"
"99","6","
Mine data using best case practices in the radiology field"
"100","6","
Create a data visualization tool that can be used to make business decisions"
"101","6","
Extend Ezra’s data capacity with third party sources if necessary"
"102","6","
Enhance data collection procedures to align with our protocols"
"103","6","
Process, cleanse, & verify data used by our AI Services & AI Research teams"
"104","6","Able to analyze data & present actionable findings to various stakeholders"
"105","6","
High attention to detail & upholding quality protocols"
"106","6","
Knowledge of ETL pipelines & data warehouses"
"107","6","
Experience with data visualization tools (preferably Looker)"
"108","6","
Proficiency in using query languages such as SQLPentaho, Talend, MySQL Workbench"
"109","6","
Knows Python or willing to learn"
"110","6","
Nice to have: Medical imaging experience"
"111","7","Analysis: Modeling and interpreting large volumes of data, identifying trends and extracting insights. Reporting the results and insights back to the relevant stakeholders."
"112","7","Data Visualization: Create, maintain, enhance and automate various dashboards and reports that provide insights into user behaviour while keeping in mind business needs and goals."
"113","7","Requirement Gathering and Documentation: Assist with documenting data sources, relationships between data entities and business concepts, and methods of calculation and measurement while understanding stakeholder needs."
"114","7","Quantitatively focused bachelor’s degree with at least 3 years of experience working as a Data Analyst"
"115","7","Excellent understanding of how A/B and Multivariate tests work as well as how to evaluate their performance and reliability"
"116","7","Experience working with Level of Detail, Table, and Window functions in Tableau"
"117","7","Experience working with analytical (OLAP, HTAP, etc.) databases (Teradata, Snowflake, BigQuery, etc.)"
"118","7","Command of analytical SQL (ex. Window Functions & Frames, Group Sets, Cubes, Rollups, etc.)"
"119","7","Comfortable working in a ‘self-serve’ capacity as a data analyst (i.e. retrieving and modeling your own data when so required)"
"120","7","Experience gathering stakeholder requirements with a demonstrated ability to get to the bottom of specific business rationale"
"121","7","Clear and concise written and verbal communication skills"
"122","7","Ability to thrive in fast-paced environment with tight deadlines"
"123","7","Data Visualization skills and at least a year of experience working with Tableau"
"124","7","Working knowledge of web analytics tools such as Omniture or Google Analytics"
"125","7","Working knowledge of SQL and relational databases"
"126","7","Knowledge of statistical analysis methods"
"127","7","Understanding of JavaScript, CSS & HTML"
"128","7","Experience in directing and teaching non-technical stakeholders on use of analytics tools"
"129","7","Experience working with qualitative data and ability to evaluate its quality/draw insights"
"130","7","Basic understanding of managing Analytics and Marketing tags (via a tag manager or inline)"
"131","8","Assist our machine learning data science team in researching, building and testing machine learning tools and related utilities in an Agile environment."
"132","8","
Assist in the development and testing of components and prototypes"
"133","8","
Research new technologies, standards and approaches"
"134","8","
Create data engineering analysis and documentation"
"135","8","
Create sample programs and documentation"
"136","8","
Good Python programming skills"
"137","8","
Good SQL programming skills"
"138","8","
Familiarity with both object-oriented and functional programming"
"139","8","
Familiarity with unit testing and application logging"
"140","8","
Good verbal and written communication skills"
"141","8","
Excellent understanding of Computer Science fundamentals"
"142","8","
Knowledge of Big Data, artificial intelligence, natural language processing, machine learning or deep learning"
"143","8","
Knowledge of some subset of the following: Java, Javascript and modern frontend frameworks, Azure, AWS, DevOps"
"144","8","
A passion for all things Data (at least some thing Data)"
"145","9","
Develop data products, primarily based on the python language and associated tools"
"146","9","
Suggest statistical approaches and conduct statistical analysis"
"147","9","
Work closely with Machine Learning engineers for machine learning model development (that includes interpreting machine learning model predictions and select metrics for model offline and online evaluation)"
"148","9","
Collaborate with business users to develop new data products"
"149","9","
Interpreting data within the context of the project"
"150","9","
Prepare reports from statistical analyses for review including graphs, tables, and interpretation"
"151","9","
Minimum of a degree or equivalent in data analysis or numerical discipline (preferably a post-graduate degree in statistics), in addition to 1-3 years of relevant experience in industry focused on payment, advertising or marketing"
"152","9","
Preparing analysis datasets and explore data prior to statistical analyses"
"153","9","
Proficiency in python programming"
"154","9","
Experience analyzing large amounts of data"
"155","9","
Strong SQL programming skills"
"156","9","
Experience with varied statistical methods and Bayesian methods"
"157","9","
Strong interpersonal skills"
"158","9","
Have basic knowledge in machine learning"
"159","9","
Ability to work in a diverse team environment"
"160","9","
Strong verbal and written communication skills"
"161","9","
Ability to work independently with some supervision"
"162","9","
Excellent attention to detail and proven ability to learn new skills"
"163","9","
We are proud to announce that we have been certified as a Great Place to Work!"
"164","9","
A collaborative, open work environment that fosters ownership, creativity, and urgency"
"165","9","
Enrolment in the Group Health Benefits plan right from Day 1, no waiting period"
"166","9","
Fuel for the day: Weekly delivery of groceries and all types of snacks to our office"
"167","9","
All types of signature drinks from coffee to lattes to cappuccinos
"
"168","9","Catered lunch and desserts on a monthly basis!
"
"169","9","Ping Pong and Pool: Become the next Paytm Labs Table Tennis/ Pool champ!"
"170","9","
And so much more!"
"171","10","
Work with Operational Risk subject matter experts to develop machine learning algorithms in order to identify key threats to the organization"
"172","10","
Design complex and large-scale datasets to be used for statistical modeling and data mining"
"173","10","
Conduct exploratory analysis and interpretation of new and different data sources to find solutions to business problems"
"174","10","
Develop algorithms to analyze quality of data being entered in the system, to highlight anomalies and to provide suggested/expected response
"
"175","10","Prototype the algorithms for execution in Hadoop environment"
"176","10","
Support the development of a proactive approach to Operational Risk Management"
"177","10","
Participate in Proof of Concept or Proof of Technology projects to evaluate operational risk technologies and platforms"
"178","10","
Perform tasks related to development of advanced data mining models which could include but not limited to clustering, segmentation, natural language processing, and sentiment analysis"
"179","10","
Participate in the creation of detailed plans and accurate estimates towards development, testing, and implementation of the project or program."
"180","10","
Design effective ETL’s to support modelling activities"
"181","10","
Present output of models/calculation in interactive dashboards"
"182","10","
A background related to Software Engineering or Computer Science or statistical analysis"
"183","10","
Advanced programming skills in one or more of the following languages: Python, R"
"184","10","
Good knowledge of general Machine Learning concepts both in theory and application and experience with advanced topics like Sequence Labeling, and Probabilistic Graphical Models"
"185","10","
Strong Interest in developing skills in one or more of the following topics: Predictive Modelling, Anomaly Detection, Data Visualization etc."
"186","10","
Strong analytical skills and competency in mathematics"
"187","10","
Strong soft skills"
"188","10","
Communication"
"189","10","
Leadership"
"190","10","
Teamwork"
"191","10","
Time management"
"192","10","
Experience with data preprocessing, feature and representation learning, and anomaly/outlier detection"
"193","10","
Knowledge of Parallel Programming and High Performance Computing"
"194","10","
Experience with big data processing tools like Spark and Hive"
"195","10","
Knowledge of Hadoop ecosystem and distributed computing platforms"
"196","10","
Experience of working with databases"
"197","11","
Building and support machine learning models related to varying business applications, customer, product, sales, etc."
"198","11","
Researching, designing, and developing dashboards and web applications using data and predictions"
"199","11","
Partnering with Data Engineering team to determine the best architecture to develop data science applications"
"200","11","
Coordinating with different functional teams to implement and automate models and measure outcome and develop processes and tools to provide data and predictions to the end users"
"201","11","
Programming and support in writing production ready data science scripts/applications"
"202","11","
Researching industry trends and best practices, and recommending which approaches will benefit the company"
"203","11","
Recent graduate or enrolled in a computer science, computer engineering, Mathematics, Analytics, Statistics programs (3rd or 4th year)"
"204","11","
Experience in data analytics projects."
"205","11","
Strong analytical and problem solving abilities."
"206","11","
Experience in predictive analytics and machine learning techniques"
"207","11","
Experience in Python, SQL and/or Apache Spark"
"208","11","
Experience with multiple development languages (HTML, Javascript, JAVA)."
"209","11","
Experience developing websites/web applications of any complexity for project, professional or personal use."
"210","11","
Strong verbal and written communication skills (English, French an asset)."
"211","11","
Proven ability to multi-task and work towards meeting pre-defined timelines, delivering quality work."
"212","12","You will be assisting in conducting reproducible research that improves our business metrics while being constrained by tight deadlines"
"213","12","You will be using Statistics and Data Science to provide data-driven solutions across the organization"
"214","12","Are able to write some SQL code (we don't expect you to be a DBA)"
"215","12","Can use the Python package Pandas for ETL (if you prefer)"
"216","12","Have exposure to reading data, and conducting basic summary analyses"
"217","12","Are familiar with common regression and classification algorithms"
"218","12","Have been exposed to things like the concept of statistical significance or variance in the context of making between-group comparisons"
"219","12","Are comfortable with using Git"
"220","13","Leverage data to analyze customer purchase behavior and product and sales data to perform pre-campaign analysis for the purpose of audience management and targeting for Media campaigns.
"
"221","13","Perform post-mortem analysis to determine performance of campaigns
"
"222","13","Work with cross-functional teams such as Client services teams, Sales team, Audience management team and Media trading teams to continue to refine targeting and optimizing media investments and maximizing campaign effectiveness for external clients.
"
"223","13","Responsible for the data extraction and analysis of complex information from a variety of databases (Teradata, Hadoop, etc.).
"
"224","13","Applying advanced analytical and statistical techniques to solve marketing questions
"
"225","13","Derive distilled insights out of data and clearly present insights (from analyses, etc.) to stakeholders using reports, slide deck, etc.
"
"226","13","Support with designing and deploying advanced campaign performance reporting dashboards
"
"227","13","Support with designing, delivering, and maintaining Loblaw Media analytic solutions and future capabilities
"
"228","13","Troubleshooting issues related to data and analytics, including the management of ad-hoc reporting requests
"
"229","13","Support with developing data driven insights and analytics presentations to internal and external stakeholders and partners
"
"230","13","Monitor and track programs and process issues and make recommendation to streamline, enhance and improve processes
"
"231","13","Work with IT in terms of identifying opportunities to make key information more easily and reliably accessible.
"
"232","13","Act as gatekeeper with regards to security and confidentiality of data obtained through all sources.
"
"233","13","Mandatory: 3+ years of programming experience with Python, Hive QL or SAS.
"
"234","13","3 years’ experience in utilizing advanced SQL data extraction and manipulation tools.
"
"235","13","University Degree in Computer Science, Statistics, and Mathematics is preferred
"
"236","13","Solid understanding of statistical concepts and hands-on experience of applying statistical methodologies on retail data.
"
"237","13","Retail analytics experience with a marketing focus preferred.
"
"238","13","Marketing experience with a focus on using customer data, such as Direct Marketing, Database Marketing, Loyalty Marketing preferred.
"
"239","13","Experience with Hadoop and understanding of its components (HDFS, HBase, Spark) is an asset.
"
"240","13","Data mining experience working with a large relational customer database
"
"241","13","Superb analytical and conceptual thinking skills; to not only manipulate but also derive meaningful interpretations from data
"
"242","13","Ability to take initiative, multi-task and work in a fast-paced environment
"
"243","13","Capability to liaise with all levels across the enterprise on projects and ad-hoc requests.
"
"244","13","Strong detail orientation is essential in this role
"
"245","13","A Team player and self-starter
"
"246","13","Advanced MS Office skills (Excel, PowerPoint)
"
"247","13","Competitive compensation and benefits package
"
"248","13","A flexible work environment which values balance
"
"249","13","Colleague Discount Program
"
"250","13","Tuition reimbursement Program
"
"251","13","Employee Share Ownership plan
"
"252","13","Pension Plan
"
"253","14","Recruitment of study participants (e.g. identify and screen potential subjects, obtain informed consent)."
"254","14","Scheduling & coordinating patient visit schedules as per study protocol; execution of all aspects of study visit (e.g. assessment adverse events, medication, questionnaires)."
"255","14","Reviewing & documenting medical histories from electronic medical records."
"256","14","Completing source documents and data entry into eCRF within required timeframes, as per protocol & ICH/GCP guidelines."
"257","14","Assisting in the lab (e.g. vitals, ECG collection, sample collection, processing and shipment of samples)."
"258","14","Telephone follow-up for cohort maintenance."
"259","14","Executes study-related administrative tasks, such as collection of regulatory documents, creation of investigator study files, and ethics submissions."
"260","14","Provides backup support for other members of the research team when required."
"261","14","At minimum, a completion of a Bachelor’s degree program, or recognized equivalent in Health or Science-Related Discipline."
"262","14","At least two (2) years of practical and related experience in some or all of HIV/Infectious Diseases, clinical trials, medical terminology, regulatory issues involving human subjects."
"263","14","Minimum two (2) years related experience in coordination of high enrolling clinical trials in a clinical research setting, or equivalent combination of education and experience, including consenting, screening/randomization procedures, data collection, and completing eCRFs."
"264","14","Minimum one (1) year experience with RAVE, BRACKET, INFORM, CLINPHONE and other CTMS systems."
"265","14","In-depth knowledge of Medical terminology, ICH guidelines and Good Clinical Practice."
"266","14","Recognized certification in clinical research (ACRP, CCRP or SOCRA) preferred."
"267","14","Ability to work under pressure and perform multiple concurrent tasks with a high level of attention to detail."
"268","14","Ability to perform duties in a professional & courteous manner and produce high quality work while meeting deadlines."
"269","14","Ability to learn quickly and work independently."
"270","14","Excellent interpersonal, verbal, and written communication skills required with the ability to effectively work with diversity amongst the staff & study participants who may have different opinions, backgrounds and sexual orientation."
"271","14","Experience with venipuncture (must be competent and/or have a phlebotomy certificate)."
"272","14","Knowledge of IATA shipping regulations, basic laboratory procedures, and Good Laboratory Practices."
"273","14","Extended health care"
"274","14","Dental care"
"275","14","Vision care"
"276","14","Casual dress"
"277","14","Clinical Research Coordinator: 2 years (Required)"
"278","14","RAVE, INFORM: 1 year (Required)"
"279","14","Regulatory Document: 1 year (Preferred)"
"280","14","Bachelor's Degree (Required)"
"281","14","Toronto, ON (Preferred)"
"282","14","Phlebotomy (Preferred)"
"283","14","SOCRA or ACRP (Required)"
"284","15","Job"
"285","15","Company"
"286","15","Oversee and lead the development and operations of key enterprise data systems, analytics and reporting environments"
"287","15","
Work hand in hand with internal stakeholders and customers in gathering requirements and implementing best in class solutions"
"288","15","
Define and manage multiple projects, timelines and resources"
"289","15","
Provide guidance and direction on technology and implementation choices"
"290","15","
Maintain and enhance operations and availability for key systems"
"291","15","
Build and maintain data integrations between cloud and on premises solutions"
"292","15","
Ensure data quality and correctness"
"293","15","
Participate and lead proof of concept designs and implementations"
"294","15","
Continually innovate to add value, optimize processes, tools and technologies"
"295","15","
Balance and grow the team to meet current and future demands"
"296","15","Bachelor's degree or higher in Computer Science, Engineering or related technology field"
"297","15","
3+ years managing teams of software developers and data engineers"
"298","15","
5+ years using agile methodologies"
"299","15","
5+ years of experience building data driven solutions"
"300","15","
5+ years of OLTP and OLAP experience (SAP HANA, DB2, SQL SERVER …)"
"301","15","
5+ years working with Analytic and Reporting tools (BOBJ, SAS, Tableau …)"
"302","15","
5+ years working in operational environments"
"303","15","
2+ years of experience with Salesforce, NetSuite and advanced rating platforms"
"304","15","
2+ years in business and data analysis"
"305","15","
Working knowledge of machine learning tools, processes and technologies"
"306","16","Oversee and lead the development and operations of key enterprise data systems, analytics and reporting environments"
"307","16","
Work hand in hand with internal stakeholders and customers in gathering requirements and implementing best in class solutions"
"308","16","
Define and manage multiple projects, timelines and resources"
"309","16","
Provide guidance and direction on technology and implementation choices"
"310","16","
Maintain and enhance operations and availability for key systems"
"311","16","
Build and maintain data integrations between cloud and on premises solutions"
"312","16","
Ensure data quality and correctness"
"313","16","
Participate and lead proof of concept designs and implementations"
"314","16","
Continually innovate to add value, optimize processes, tools and technologies"
"315","16","
Balance and grow the team to meet current and future demands"
"316","16","Bachelor's degree or higher in Computer Science, Engineering or related technology field"
"317","16","
3+ years managing teams of software developers and data engineers"
"318","16","
5+ years using agile methodologies"
"319","16","
5+ years of experience building data driven solutions"
"320","16","
5+ years of OLTP and OLAP experience (SAP HANA, DB2, SQL SERVER …)"
"321","16","
5+ years working with Analytic and Reporting tools (BOBJ, SAS, Tableau …)"
"322","16","
5+ years working in operational environments"
"323","16","
2+ years of experience with Salesforce, NetSuite and advanced rating platforms"
"324","16","
2+ years in business and data analysis"
"325","16","
Working knowledge of machine learning tools, processes and technologies"
"326","17","Perform activities in the analytical development area to support the development of new products and analytical methodologies per departmental SOP’s and ICH guidelines."
"327","17","Review analytical data to ensure that it is completed correctly, in line with data integrity guidelines, free from errors, omissions or defects to comply with cGMP."
"328","17","Review raw data from the testing of raw materials, in-process samples and finished products in a timely & efficient manner to ensure quality and efficacy of the product."
"329","17","Review analytical data associated with the development, transfer or validation of robust, sound analytical methods."
"330","17","Review test methods, validation protocols and reports as applicable."
"331","17","Perform peer review of notebook and data generated by other personnel in the analytical development laboratory."
"332","17","Review data related to the qualification, maintenance and calibration of R&D analytical development equipment."
"333","17","Support the preparation of submission documentation."
"334","17","Identify and make recommendations for improvements to ensure continuous improvement."
"335","17","Ensure all analytical and other lab activities are carried out in compliance with the required standards conforming to company’s policies, cGxP, SOPs, regulatory regulations and guidelines, and safety and environmental guidelines."
"336","17","Support internal projects and external Contract Manufacturing Organization projects in alignment with Biolab’s objectives and initiatives."
"337","17","Take part in /lead Laboratory Investigations and change controls."
"338","17","Assist in the preparation for internal/regulatory inspections"
"339","17","Canadian equivalent to Master of Science or Bachelor of Science degree, preferably in Pharmacy, Chemistry or Pharmaceutical Chemistry or related scientific discipline required."
"340","17","More than two years of relevant hands on pharmaceutical experience in product development. Demonstrates knowledge and experience of analytical chemistry by successfully operating analytical instrumentation such as HPLC, UV/Vis, GC, dissolution apparatus. Understanding of the principles used in DOE, risk based assessment tools, quality by design, method validation, equipment troubleshooting and technical transfer. Experience with Chromeleon software is preferred."
"341","17","Ability to work independently or as a part of a team."
"342","17","Highly motivated and have the skills to handle multiple projects and prioritize the work."
"343","17","Excellent communication skills (oral and written) and interpersonal skills are required"
"344","17","pharmaceutical product development: 2 years (Required)"
"345","17","Bachelor's Degree (Required)"
"346","18","Grade 12 Advanced Functions"
"347","18","Grade 12 Calculus and Vectors"
"348","18","Grade 12 Data Management"
"349","18","Grade 12 Chemistry"
"350","18","Grade 12 Biology"
"351","18","Grade 12 Physics"
"352","18","tutoring: 1 year (Preferred)"
"353","18","Toronto, ON (Preferred)"
"354","19","This position is responsible for, sample, reagent preparation and basic analytical testing."
"355","19","Execute and perform testing as per methods, following the company’s Standard Operating Procedures, Deviations and Change Control programs and cGMP guidelines."
"356","19","Work as a team with others and communicate effectively with peers and superiors."
"357","19","Perform equipment and instrument calibrations according to establish procedures."
"358","19","Stage samples and work packages for release into the laboratory for testing"
"359","19","Perform basic physicochemical testing such as but not limited to Appearance, pH, Osmolality, Conductivity testing, Extractable volume, Reconstitution time and UV testing."
"360","19","Prepare test solutions, sample, and or reagents as needed."
"361","19","Ensure that work order documentation is complete in every aspect and all results are entered into the electronic Laboratory Information System or the Client’s Certificate of Analysis before submission to the QA reviewer."
"362","19","Report and Assist in the failure investigations as instructed."
"363","19","Record findings in standardized format, keeping all records and analyst note book in good order."
"364","19","Record data in timely manner."
"365","19","Education: Bachelor of Science"
"366","19","Experience: 0-1 Year of demonstrated ability to work within a laboratory setting."
"367","19","Hand/Eye coordination, ability to stand out, think outside the box."
"368","19","Micropipette usage (single/multi/repeater)"
"369","19","Visual Acuity to conduct visual inspection for colour, clarity, opalescence, and particulates."
"370","19","Able to read, understand and follow work instructions in a safe, accurate and timely manner."
"371","19","Proficient in using various types of computer software (Word, Excel. PowerPoint & Outlook)."
"372","19","Proven ability to manage and coordinate multiple projects in a fast-paced, highly professional environment."
"373","19","Ability to work well with others & independently."
"374","19","Proven time management skills and a strong attention to detail."
"375","19","Works well under pressure."
"376","19","Demonstrated basic understanding of chemistry, spectroscopy, titremetry."
"377","19","Technical competency in two or more of the following; pH, Appearance, Osmolality, Spectrophotometry, Conductivity and others."
"378","20","Apply automated techniques to gather data from disparate databases; clean the data and load the transformed data into a structure suited to the client problem and analytics approach"
"379","20","Participate in the continuous delivery pipeline to fully automate the deployment of the highly available cloud platform that supports multiple projects"
"380","20","Design and develop ETL workflows and datasets to be used in data visualization tools"
"381","20","Write complex SQL queries with multiple joins to automate and manipulate data extracts"
"382","20","Perform end to end Data Validation to maintain the accuracy of data sets"
"383","20","Build tools for deployment, monitoring and operations
Troubleshoot and resolve issues in the development, test and production environments
"
"384","20","Troubleshoot and resolve issues in the development, test and production environments"
"385","20","Develop re-usable processes that can be leveraged and standardized for multiple instances"
"386","20","Prepare technical specifications and documentation for projects"
"387","20","Stay up-to-date on relevant technologies, plug into user groups, understand trends and opportunities to ensure we are using the best possible techniques and tools"
"388","20","Understand, implement, and automate security controls, governance processes, and compliance validation"
"389","20","Design, manage and maintain tools to automate operational processes"
"390","20","Perform exploratory data analysis to identify patterns from historical data, generate and test hypotheses, and provide product owners with actionable insights"
